"","M","Ustar","sd_med","sd_sigma_T"
"442",5.4,0.37,0.231044599403541,0.0731803961890666
"443",5.4,0.38,0.231003630406985,0.0732117565932872
"444",5.4,0.39,0.23096058624218,0.0732256467206639
"445",5.4,0.4,0.230915587705757,0.0732218754247931
"446",5.4,0.41,0.23086886196817,0.0732002334845525
"447",5.4,0.42,0.230820736934447,0.073160512548474
"448",5.4,0.43,0.2307716361749,0.073102505298059
"449",5.4,0.44,0.230722074357782,0.0730259634914081
"450",5.4,0.45,0.230672653124543,0.0729306798606673
"451",5.4,0.46,0.230624057355759,0.0728164324205295
"452",5.4,0.47,0.230577051782048,0.0726830354554284
"453",5.4,0.48,0.23053247789976,0.0725304353338038
"454",5.4,0.49,0.230491251155889,0.0723583437614558
"455",5.4,0.5,0.230454358370838,0.0721666638307415
"456",5.4,0.51,0.230422855371352,0.0719554881986678
"457",5.4,0.52,0.230397864809285,0.071724305949813
"458",5.4,0.53,0.23038057414498,0.0714734562545431
"459",5.4,0.54,0.230372233776959,0.0712026276242507
"460",5.4,0.55,0.23037415530246,0.0709120396186409
"461",5.4,0.56,0.230387709896129,0.0706016888337761
"462",5.4,0.57,0.230414326797059,0.0702711379538999
"463",5.4,0.58,0.230455491897286,0.0699231609783441
"464",5.4,0.59,0.230512746427994,0.0695566300518858
"465",5.4,0.6,0.230587685743114,0.069170504934167
"466",5.4,0.61,0.230681958203726,0.0687680567177718
"467",5.4,0.62,0.230797264170912,0.0683485412266513
"468",5.4,0.63,0.230935355119501,0.0679133354025431
"469",5.4,0.64,0.23109803289064,0.06746224577007
"470",5.4,0.65,0.231287149107529,0.0669950501769904
"471",5.4,0.66,0.231504604786165,0.0665137643066172
"472",5.4,0.67,0.231752350181777,0.0660194665535411
"473",5.4,0.68,0.232032384922191,0.0655149408940912
"474",5.4,0.69,0.23234675849207,0.0650016949796847
"475",5.4,0.7,0.23269757114729,0.0644809417701994
"476",5.4,0.71,0.23308697535752,0.0639538487920201
"477",5.4,0.72,0.23351717789817,0.0634205832960301
"478",5.4,0.73,0.233990442741686,0.0628860417276579
"479",5.4,0.74,0.23450909493428,0.0623505660890346
"480",5.4,0.75,0.235075525690102,0.061820081559171
"481",5.4,0.76,0.235692198993676,0.0612907892975348
"482",5.4,0.77,0.236361660077772,0.0607698580628315
"483",5.4,0.78,0.237086546244025,0.0602581632112312
"484",5.4,0.79,0.237869600626699,0.0597555111494381
"485",5.4,0.8,0.238713689679083,0.0592686561003052
"486",5.4,0.81,0.239621825406494,0.0588012552744383
"487",5.4,0.82,0.240597193708495,0.0583544119758893
"488",5.4,0.83,0.241643190669641,0.0579311086514012
"489",5.4,0.84,0.24276346932102,0.0575318748606655
"490",5.4,0.85,0.243962000392036,0.057159898152264
"491",5.4,0.86,0.245243152059347,0.0568268178332868
"492",5.4,0.87,0.246611795971499,0.0565368825155894
"493",5.4,0.88,0.248073450390903,0.0562884106604736
"494",5.4,0.89,0.249634477055361,0.0560815636151052
"495",5.4,0.9,0.251302358004059,0.0559141604255267
"496",5.4,0.91,0.253086095420396,0.0557966790415181
